,community,id,members,attendAsembly,memOrg,income,monthInstall,primaryEd,secondaryEd,owner,yearsInHome,control,treatNoBonus,treatBonus,waterScarce,waterOK,houseType,age,numShowers,numSinks,numKitchen,showerTime,showerFreq,sinkTime,sinkFreq,kitchenTime,maxInstall,numInstalled,cleanShower,cleanKitchen,cleanSink,leaks,savings,sameFamily,totalDisadopt,partialDisadopt,noDisadopt,meanUsage,perCapitaUsage,kitchenExpectation,sinkExpectation,showerExpectation,cleanSum
1545,48.0,48253.0,3.0,1.0,0.0,3.0,6.0,1.0,1.0,1.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,54.0,1.0,0.0,1.0,3.0,3.0,,,3.0,2.0,1.0,0.0,1.0,0.0,1.0,4.0,1.0,0.0,1.0,0,15.8,5.266666666666667,5.0,,5.0,1.0
1547,48.0,48255.0,5.0,1.0,0.0,3.0,6.0,0.0,0.0,1.0,15.0,0.0,0.0,1.0,0.0,0.0,1.0,25.0,1.0,0.0,0.0,1.0,3.0,,,,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,31.4,6.279999999999999,,,2.2,1.0
1548,48.0,48257.0,3.0,0.0,0.0,4.0,6.0,1.0,1.0,1.0,22.0,0.0,0.0,1.0,0.0,0.0,1.0,46.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0,6.0,1.0,0.0,1.0,0,19.133333333333333,6.377777777777777,3.0,3.6000000000000005,4.6,3.0
1550,48.0,48261.0,3.0,0.0,0.0,3.0,6.0,0.0,0.0,1.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,76.0,1.0,0.0,0.0,1.0,3.0,,,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1,24.177777777777777,8.059259259259258,,,7.5,1.0
1559,48.0,48271.0,3.0,1.0,0.0,3.0,6.0,0.0,0.0,1.0,21.0,0.0,0.0,1.0,0.0,0.0,1.0,50.0,1.0,0.0,0.0,1.0,3.0,,,,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,38.13333333333333,12.71111111111111,,,2.0,1.0
1560,48.0,48272.0,4.0,0.0,1.0,3.0,6.0,1.0,0.0,1.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,53.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,1,13.755555555555556,3.438888888888889,2.4000000000000004,2.4000000000000004,4.4,3.0
1563,48.0,48275.0,7.0,0.0,0.0,3.0,6.0,0.0,0.0,1.0,15.0,0.0,1.0,0.0,0.0,0.0,1.0,38.0,1.0,0.0,0.0,1.0,3.0,,,,1.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,1,10.155555555555555,1.4507936507936507,,,2.5999999999999996,1.0
1566,48.0,48278.0,3.0,1.0,0.0,4.0,6.0,1.0,0.0,1.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,50.0,1.0,0.0,1.0,3.0,3.0,,,1.0,2.0,2.0,1.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0,1,17.933333333333334,5.977777777777778,9.0,,9.0,2.0
1568,48.0,48280.0,5.0,1.0,0.0,2.0,6.0,1.0,0.0,1.0,27.0,0.0,1.0,0.0,0.0,0.0,1.0,56.0,1.0,1.0,0.0,1.0,3.0,1.0,3.0,,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0,18.733333333333334,3.746666666666667,,2.0,2.0,1.0
1573,48.0,48285.0,3.0,0.0,0.0,3.0,6.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,21.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,0,9.422222222222222,3.140740740740741,2.4000000000000004,3.3,3.1,3.0
1575,48.0,48287.0,4.0,1.0,0.0,3.0,6.0,1.0,0.0,1.0,18.0,0.0,0.0,1.0,0.0,0.0,1.0,22.0,1.0,0.0,0.0,3.0,3.0,,,,1.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,1.0,0.0,0,64.57777777777778,16.144444444444446,,,3.6000000000000005,0.0
1576,48.0,48288.0,6.0,1.0,1.0,3.0,6.0,1.0,0.0,1.0,30.0,0.0,0.0,1.0,0.0,0.0,2.0,53.0,1.0,0.0,1.0,1.0,3.0,,,1.0,2.0,2.0,1.0,1.0,0.0,1.0,7.0,1.0,0.0,0.0,1,23.288888888888888,3.8814814814814813,3.2,,3.4,2.0
1577,48.0,48289.0,2.0,1.0,0.0,4.0,6.0,1.0,1.0,1.0,40.0,0.0,1.0,0.0,0.0,0.0,1.0,45.0,1.0,0.0,1.0,1.0,3.0,,,3.0,2.0,2.0,0.0,1.0,0.0,1.0,6.0,1.0,0.0,0.0,1,8.933333333333334,4.466666666666667,9.0,,9.0,1.0
1578,48.0,48291.0,2.0,0.0,0.0,4.0,6.0,1.0,0.0,1.0,30.0,0.0,1.0,0.0,0.0,0.0,1.0,53.0,0.0,0.0,1.0,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0,25.666666666666668,12.833333333333334,2.0,,,1.0
1580,48.0,48294.0,4.0,0.0,0.0,2.0,6.0,1.0,0.0,1.0,19.0,0.0,1.0,0.0,0.0,0.0,1.0,39.0,1.0,0.0,1.0,1.0,3.0,,,1.0,2.0,2.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,1,40.77777777777778,10.194444444444445,3.3000000000000003,,3.3000000000000003,2.0
1582,48.0,48296.0,3.0,0.0,0.0,2.0,6.0,0.0,0.0,1.0,45.0,0.0,0.0,1.0,0.0,0.0,1.0,86.0,1.0,0.0,0.0,3.0,3.0,,,,1.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,1,16.066666666666666,5.355555555555555,,,3.5,1.0
1583,48.0,48297.0,1.0,0.0,0.0,2.0,6.0,0.0,0.0,1.0,15.0,0.0,0.0,1.0,0.0,0.0,1.0,74.0,1.0,0.0,0.0,3.0,3.0,,,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1,0.9333333333333333,0.9333333333333333,,,9.0,1.0
1588,48.0,48302.0,5.0,0.0,0.0,4.0,6.0,1.0,0.0,1.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,30.0,1.0,0.0,1.0,1.0,3.0,,,1.0,2.0,0.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,0.0,0,24.4,4.88,3.0,,5.0,2.0
1597,48.0,48313.0,4.0,1.0,0.0,3.0,6.0,1.0,1.0,1.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,36.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,1,14.28888888888889,3.5722222222222224,3.0,3.0,3.0,3.0
1598,48.0,48314.0,3.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,30.0,1.0,0.0,0.0,3.0,3.0,,,,1.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,0,30.22222222222222,10.074074074074074,,,9.0,1.0
1599,48.0,48315.0,3.0,1.0,0.0,2.0,6.0,1.0,0.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,1.0,31.0,1.0,0.0,0.0,3.0,3.0,,,,1.0,1.0,1.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,1,21.31111111111111,7.103703703703704,,,4.4,1.0
1600,48.0,48317.0,4.0,0.0,0.0,3.0,6.0,1.0,0.0,1.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,19.0,1.0,0.0,1.0,3.0,3.0,,,3.0,2.0,2.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,1,10.355555555555556,2.588888888888889,5.2,,5.2,0.0
1602,48.0,48320.0,4.0,0.0,0.0,3.0,6.0,1.0,0.0,1.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,39.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,1.0,0,12.291666666666666,3.0729166666666665,3.4,3.4,3.4,0.0
1603,48.0,48321.0,2.0,0.0,0.0,2.0,6.0,0.0,0.0,1.0,50.0,0.0,1.0,0.0,0.0,0.0,1.0,80.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,1,33.955555555555556,16.977777777777778,6.0,6.0,6.0,1.0
1613,48.0,48333.0,5.0,0.0,0.0,2.0,6.0,1.0,0.0,0.0,0.25,0.0,1.0,0.0,0.0,0.0,3.0,18.0,1.0,0.0,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0,19.977777777777778,3.9955555555555557,,,,0.0
1614,48.0,48335.0,3.0,0.0,0.0,1.0,6.0,1.0,0.0,1.0,21.0,0.0,1.0,0.0,0.0,0.0,1.0,47.0,1.0,0.0,0.0,1.0,3.0,,,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1,30.177777777777777,10.059259259259258,,,9.0,1.0
1617,48.0,48339.0,4.0,0.0,0.0,2.0,6.0,1.0,1.0,1.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,34.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,,2.0,1.0,1.0,0.0,1.0,1.0,5.0,1.0,0.0,1.0,0,17.266666666666666,4.316666666666666,,5.0,5.0,2.0
1621,48.0,48344.0,2.0,0.0,0.0,2.0,6.0,0.0,0.0,1.0,43.0,0.0,1.0,0.0,0.0,0.0,1.0,65.0,1.0,0.0,1.0,1.0,3.0,,,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,14.822222222222223,7.411111111111111,9.0,,9.0,2.0
1624,48.0,48347.0,3.0,1.0,0.0,2.0,6.0,1.0,1.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,38.0,1.0,0.0,0.0,1.0,3.0,,,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1,15.333333333333334,5.111111111111112,,,8.0,1.0
1632,48.0,48355.0,1.0,0.0,0.0,2.0,6.0,1.0,0.0,1.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,77.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0,1,29.91111111111111,29.91111111111111,2.0,2.0,2.0,2.0
1633,48.0,48356.0,1.0,0.0,0.0,1.0,6.0,1.0,0.0,1.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,59.0,1.0,0.0,0.0,3.0,3.0,,,,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1,5.666666666666667,5.666666666666667,,,4.0,1.0
1634,48.0,48357.0,3.0,0.0,0.0,2.0,6.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,4.0,33.0,1.0,0.0,1.0,1.0,3.0,,,1.0,2.0,0.0,1.0,1.0,0.0,1.0,7.0,1.0,1.0,0.0,0,20.34090909090909,6.78030303030303,2.4000000000000004,,2.4000000000000004,2.0
1637,48.0,48363.0,4.0,0.0,0.0,2.0,6.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,39.0,1.0,0.0,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0,16.733333333333334,4.183333333333334,,,,0.0
1640,48.0,48366.0,5.0,1.0,1.0,4.0,6.0,1.0,0.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,38.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,1,26.91111111111111,5.3822222222222225,6.6,3.4,6.6,3.0
1646,48.0,48375.0,3.0,0.0,0.0,3.0,6.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,34.0,1.0,1.0,1.0,,,,,,3.0,3.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1,18.77777777777778,6.2592592592592595,,,,0.0
1649,48.0,48378.0,3.0,0.0,0.0,3.0,6.0,1.0,0.0,0.0,0.1666666716337204,0.0,0.0,1.0,0.0,0.0,4.0,53.0,0.0,0.0,1.0,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0,,,,,,0.0
1655,48.0,48386.0,3.0,0.0,0.0,3.0,6.0,1.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,31.0,1.0,0.0,1.0,3.0,3.0,,,3.0,2.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,0,18.444444444444443,6.148148148148148,3.4,,3.4,2.0
1656,48.0,48388.0,4.0,0.0,0.0,3.0,6.0,1.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,30.0,1.0,0.0,1.0,1.0,3.0,,,1.0,2.0,0.0,1.0,1.0,0.0,1.0,6.0,1.0,1.0,0.0,0,29.91111111111111,7.477777777777778,9.0,,9.0,2.0
1657,48.0,48389.0,3.0,0.0,0.0,3.0,6.0,0.0,0.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,65.0,1.0,0.0,1.0,1.0,3.0,,,3.0,2.0,2.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,1,17.022222222222222,5.674074074074074,4.4,,4.4,0.0
1658,48.0,48390.0,4.0,0.0,0.0,3.0,6.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,43.0,1.0,0.0,0.0,3.0,3.0,,,,1.0,1.0,1.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,1,18.066666666666666,4.516666666666667,,,9.0,1.0
1660,48.0,48392.0,5.0,0.0,0.0,3.0,6.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,53.0,1.0,0.0,0.0,1.0,3.0,,,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1,24.933333333333334,4.986666666666666,,,6.6,1.0
1663,48.0,48396.0,3.0,1.0,1.0,3.0,6.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,41.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1,16.8,5.6000000000000005,,9.0,9.0,2.0
1666,48.0,48399.0,1.0,1.0,0.0,2.0,6.0,1.0,0.0,1.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,58.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,0,12.022222222222222,12.022222222222222,2.0,2.0,2.0,3.0
1670,48.0,48403.0,5.0,0.0,0.0,2.0,6.0,1.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,24.0,1.0,0.0,0.0,3.0,3.0,,,,1.0,0.0,1.0,0.0,0.0,1.0,5.0,1.0,1.0,0.0,0,20.355555555555554,4.071111111111111,,,9.0,1.0
1672,48.0,48405.0,5.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,36.0,1.0,0.0,1.0,3.0,3.0,,,1.0,2.0,0.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,0.0,0,24.636363636363637,4.927272727272728,9.0,,9.0,2.0
1675,48.0,48408.0,11.0,0.0,0.0,3.0,6.0,0.0,0.0,1.0,20.0,0.0,1.0,0.0,0.0,0.0,1.0,39.0,1.0,0.0,0.0,1.0,3.0,,,,1.0,0.0,1.0,0.0,0.0,1.0,7.0,1.0,1.0,0.0,0,53.475,4.861363636363636,,,2.0,1.0
1686,48.0,48419.0,5.0,0.0,1.0,2.0,6.0,1.0,1.0,1.0,0.6666666865348816,0.0,0.0,1.0,0.0,0.0,1.0,34.0,1.0,0.0,0.0,1.0,3.0,,,,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1,18.96153846153846,3.792307692307692,,,3.0,1.0
1688,48.0,48421.0,4.0,1.0,0.0,4.0,6.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,33.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,1,16.214285714285715,4.053571428571429,4.0,4.0,4.0,3.0
1690,48.0,48423.0,6.0,0.0,0.0,,6.0,1.0,0.0,1.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,50.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1,30.5,5.083333333333333,5.2,5.2,5.2,1.0
1692,48.0,48425.0,5.0,0.0,0.0,3.0,6.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,38.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,0.0,1.0,1.0,7.0,1.0,0.0,1.0,0,19.0,3.8,2.0,2.5,2.0,2.0
1697,64.0,64003.0,1.0,0.0,0.0,2.0,5.0,1.0,0.0,1.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,67.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1,18.333333333333332,18.333333333333332,3.0,3.0,3.0,3.0
1698,64.0,64004.0,1.0,0.0,0.0,2.0,5.0,0.0,0.0,1.0,80.0,0.0,1.0,0.0,1.0,0.0,1.0,98.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,7.0,1.0,0.0,0.0,1,8.6,8.6,3.0,3.0,4.0,3.0
1699,64.0,64005.0,4.0,0.0,0.0,2.0,5.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,29.0,1.0,1.0,0.0,2.0,3.0,3.0,3.0,,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1,25.4,6.35,,4.5,2.0,2.0
1702,64.0,64008.0,4.0,0.0,0.0,4.0,5.0,1.0,0.0,1.0,22.0,0.0,0.0,1.0,1.0,0.0,1.0,42.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1,27.377777777777776,6.844444444444444,3.0,3.0,3.0,3.0
1703,64.0,64009.0,5.0,0.0,0.0,4.0,5.0,1.0,1.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,28.0,1.0,0.0,1.0,,,,,,2.0,2.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1,27.11111111111111,5.4222222222222225,,,,0.0
1704,64.0,64010.0,1.0,0.0,0.0,2.0,5.0,1.0,0.0,1.0,22.0,0.0,0.0,1.0,1.0,0.0,1.0,53.0,1.0,0.0,1.0,3.0,3.0,,,3.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,0,7.288888888888889,7.288888888888889,5.0,,5.0,1.0
1708,64.0,64014.0,5.0,1.0,0.0,1.0,5.0,1.0,0.0,1.0,36.0,0.0,1.0,0.0,1.0,0.0,1.0,59.0,1.0,0.0,1.0,1.0,3.0,,,1.0,2.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,0,21.177777777777777,4.235555555555555,2.0,,2.0,2.0
1710,64.0,64016.0,2.0,0.0,0.0,4.0,5.0,1.0,0.0,1.0,8.0,0.0,0.0,1.0,1.0,0.0,2.0,75.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0,1,29.6,14.8,9.0,9.0,7.6000000000000005,2.0
1711,64.0,64017.0,1.0,0.0,0.0,3.0,5.0,1.0,0.0,1.0,25.0,0.0,1.0,0.0,1.0,0.0,1.0,73.0,1.0,0.0,1.0,1.0,3.0,,,1.0,2.0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,0.0,1.0,0,17.488888888888887,17.488888888888887,5.2,,6.499999999999999,2.0
1713,64.0,64019.0,3.0,0.0,0.0,2.0,5.0,1.0,0.0,1.0,12.0,0.0,0.0,1.0,1.0,0.0,1.0,49.0,1.0,0.0,0.0,1.0,3.0,,,,1.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,1,17.511111111111113,5.837037037037038,,,4.0,1.0
1721,64.0,64027.0,6.0,0.0,0.0,3.0,5.0,0.0,0.0,1.0,40.0,0.0,1.0,0.0,1.0,0.0,1.0,38.0,1.0,0.0,1.0,1.0,3.0,,,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0,26.6,4.433333333333334,2.0,,2.0,1.0
1723,64.0,64029.0,4.0,0.0,0.0,3.0,5.0,1.0,1.0,1.0,18.0,0.0,1.0,0.0,1.0,0.0,1.0,19.0,1.0,0.0,1.0,1.0,3.0,,,1.0,2.0,2.0,1.0,1.0,0.0,1.0,7.0,1.0,0.0,0.0,1,20.511111111111113,5.127777777777778,9.0,,7.7,2.0
1725,64.0,64031.0,4.0,1.0,1.0,2.0,5.0,1.0,0.0,1.0,15.0,0.0,0.0,1.0,1.0,0.0,1.0,41.0,0.0,1.0,0.0,,,1.0,3.0,,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,8.8,2.2,,2.0,,1.0
1727,64.0,64033.0,6.0,1.0,0.0,4.0,5.0,0.0,0.0,1.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,46.0,1.0,0.0,0.0,3.0,3.0,,,,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1,17.466666666666665,2.911111111111111,,,8.0,1.0
1728,64.0,64034.0,2.0,0.0,0.0,2.0,5.0,0.0,0.0,1.0,6.0,0.0,1.0,0.0,1.0,0.0,1.0,55.0,0.0,1.0,1.0,,,1.0,3.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1,8.866666666666667,4.433333333333334,9.0,9.0,,2.0
1731,64.0,64037.0,3.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,8.0,0.0,1.0,0.0,1.0,0.0,1.0,34.0,1.0,0.0,0.0,3.0,3.0,,,,1.0,0.0,1.0,0.0,0.0,1.0,5.0,1.0,1.0,0.0,0,24.11111111111111,8.037037037037036,,,2.0,1.0
1736,64.0,64042.0,2.0,1.0,0.0,3.0,5.0,1.0,0.0,1.0,6.0,0.0,1.0,0.0,1.0,0.0,1.0,64.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1,21.31111111111111,10.655555555555555,9.0,9.0,9.0,0.0
1737,64.0,64043.0,1.0,0.0,0.0,2.0,5.0,1.0,0.0,1.0,20.0,0.0,0.0,1.0,1.0,0.0,1.0,63.0,0.0,0.0,1.0,,,,,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1,18.755555555555556,18.755555555555556,5.0,,,1.0
1740,64.0,64046.0,6.0,0.0,0.0,3.0,5.0,1.0,0.0,1.0,20.0,0.0,0.0,1.0,1.0,0.0,1.0,54.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,51.666666666666664,8.61111111111111,9.0,9.0,5.3,3.0
1742,64.0,64048.0,3.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,25.0,0.0,1.0,0.0,1.0,0.0,2.0,63.0,1.0,0.0,0.0,3.0,3.0,,,,1.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0,25.2,8.4,,,9.0,1.0
1754,64.0,64060.0,3.0,1.0,1.0,2.0,5.0,1.0,0.0,0.0,15.0,0.0,0.0,1.0,1.0,0.0,3.0,39.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0,1,25.076923076923077,8.35897435897436,3.8000000000000003,8.0,5.8999999999999995,3.0
1755,64.0,64061.0,3.0,0.0,0.0,,5.0,1.0,0.0,1.0,40.0,0.0,1.0,0.0,1.0,0.0,1.0,20.0,1.0,0.0,1.0,1.0,3.0,,,3.0,2.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,0,18.044444444444444,6.014814814814815,3.8000000000000003,,3.8000000000000003,2.0
1756,64.0,64062.0,4.0,1.0,0.0,2.0,5.0,1.0,0.0,1.0,7.0,0.0,1.0,0.0,1.0,0.0,1.0,43.0,1.0,0.0,0.0,1.0,3.0,,,,1.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,1,22.6,5.65,,,6.3999999999999995,1.0
1757,64.0,64063.0,3.0,0.0,0.0,3.0,5.0,0.0,0.0,1.0,48.0,0.0,0.0,1.0,1.0,0.0,1.0,78.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,24.22222222222222,8.074074074074074,2.0,5.2,2.0,3.0
1758,64.0,64064.0,4.0,1.0,0.0,4.0,5.0,0.0,0.0,1.0,25.0,0.0,0.0,1.0,1.0,0.0,1.0,51.0,1.0,0.0,0.0,3.0,3.0,,,,1.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,1,28.68888888888889,7.1722222222222225,,,4.0,1.0
1761,64.0,64067.0,4.0,0.0,0.0,5.0,5.0,1.0,1.0,1.0,30.0,0.0,0.0,1.0,1.0,0.0,1.0,61.0,1.0,0.0,1.0,3.0,3.0,,,3.0,2.0,2.0,1.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,1,29.733333333333334,7.433333333333334,6.199999999999999,,3.0,1.0
1762,64.0,64068.0,4.0,0.0,1.0,3.0,5.0,1.0,1.0,1.0,13.0,0.0,1.0,0.0,1.0,0.0,1.0,38.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,1,16.288888888888888,4.072222222222222,3.0,5.0,5.0,2.0
1763,64.0,64069.0,2.0,1.0,1.0,2.0,5.0,1.0,0.0,1.0,53.0,0.0,1.0,0.0,1.0,0.0,1.0,55.0,1.0,0.0,0.0,1.0,3.0,,,,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,23.62962962962963,11.814814814814815,,,2.0,1.0
1764,64.0,64070.0,6.0,0.0,0.0,,5.0,1.0,0.0,1.0,13.0,0.0,0.0,1.0,1.0,0.0,1.0,54.0,1.0,0.0,1.0,1.0,3.0,,,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0,24.8,4.133333333333334,2.0,,3.0,2.0
1765,64.0,64071.0,4.0,1.0,0.0,,5.0,1.0,0.0,1.0,25.0,0.0,1.0,0.0,1.0,0.0,1.0,62.0,1.0,0.0,0.0,1.0,3.0,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0,18.266666666666666,4.566666666666666,,,2.0,0.0
